OriginAirportCode,Month,DayofMonth,CRSDepHour,DayOfWeek,Carrier,DestAirportCode,WindSpeed,SeaLevelPressure,HourlyPrecip
ORF,7,16,17,2,EV,MSP,6,30,0
OKC,7,14,7,7,9E,MSP,8,29,0
LAS,7,30,16,2,WN,SLC,7,29,0
ORD,7,18,10,4,EV,CLT,10,30,0
ATL,7,20,16,6,DL,PDX,9,29,0
ATL,7,25,9,4,DL,FLL,5,29,0
STL,7,30,17,2,US,PHX,9,29,0
SAT,7,17,16,3,FL,ATL,13,30,0
SEA,7,23,10,2,AS,MCI,7,30,0
PVD,7,20,8,6,WN,MCO,8,29,0
MSP,7,27,11,6,9E,JFK,17,30,0
PHX,7,11,10,4,US,PDX,7,29,0
SDF,7,2,13,2,EV,CLE,5,29,0
MIA,7,28,16,7,DL,LGA,3,30,0
ATL,7,23,13,2,DL,SFO,14,29,0
FLL,7,31,6,3,B6,LGA,13,30,0
IAH,7,7,19,7,UA,PIT,8,29,0
ATL,7,24,12,3,DL,MSY,7,29,0
SFO,7,16,19,2,WN,DEN,10,30,0
DTW,7,1,7,1,DL,BWI,10,29,0
IAH,7,17,6,3,US,PHL,7,30,0
EWR,7,23,7,2,WN,MDW,10,29,0
MSP,7,30,12,2,AS,SEA,7,30,0
SEA,7,5,6,5,AS,DFW,5,30,0
BOS,7,25,12,4,WN,BWI,15,30,0
PHX,7,7,10,7,US,SLC,3,29,0
EWR,7,21,17,7,UA,PHX,8,29,0
SAT,7,24,7,3,MQ,ORD,10,29,0
IAH,7,26,7,5,UA,BOS,3,29,0
SAN,7,10,8,3,WN,DEN,7,29,0
IAH,7,10,23,3,OO,SAT,7,29,0
LGA,7,10,19,3,DL,TPA,16,29,0
LAS,7,14,15,7,WN,OAK,6,29,0
BWI,7,12,9,5,WN,PHX,10,29,0
BOS,7,12,10,5,UA,DEN,16,30,0
SJC,7,25,6,4,WN,AUS,0,29,0
BOS,7,12,12,5,DL,ATL,13,30,0
LAX,7,28,15,7,VX,SFO,13,29,0
ATL,7,14,20,7,DL,DTW,13,29,0
SEA,7,25,10,4,WN,MDW,6,30,0
ORD,7,14,12,7,B6,BOS,8,30,0
IAD,7,15,16,1,YV,MCI,9,30,0
TUS,7,16,15,2,OO,PHX,13,29,0
LAS,7,22,21,1,AS,PDX,0,29,0
SLC,7,5,9,5,DL,MSP,7,29,0
ATL,7,31,7,3,DL,BDL,8,29,0
PDX,7,20,13,6,OO,SEA,3,29,0
OKC,7,24,6,3,OO,SFO,13,29,0
BWI,7,17,15,3,FL,FLL,5,30,0
STL,7,25,20,4,WN,MCO,6,30,0
MDW,7,6,10,6,WN,RDU,0,30,0
MCO,7,11,17,4,DL,JFK,6,29,0
ORD,7,9,17,2,MQ,MEM,9,29,0
SEA,7,2,5,2,US,PHX,3,30,0
TPA,7,27,20,6,B6,EWR,7,29,0
MDW,7,22,8,1,WN,LAX,9,29,0
PHX,7,31,8,3,WN,SEA,0,29,0
MDW,7,31,21,3,WN,LAX,0,29,0
ATL,7,27,22,6,FL,BWI,3,29,0
FLL,7,26,19,5,VX,LAX,8,29,0
OKC,7,19,19,5,MQ,ORD,8,29,0
LAS,7,24,14,3,AA,DFW,8,29,0
EWR,7,1,14,1,UA,LAS,7,29,0
JAX,7,30,5,2,YV,ORD,0,30,0
JFK,7,10,12,3,DL,SLC,14,29,0
SEA,7,11,13,4,AS,SLC,7,30,0
MDW,7,19,13,5,WN,OMA,18,29,0
PHX,7,4,13,4,US,SJC,8,29,0
MCO,7,30,7,2,AS,SAN,0,30,0
BOS,7,2,8,2,B6,LAS,9,30,0
BWI,7,1,6,1,WN,HOU,5,29,0
MSY,7,11,15,4,EV,EWR,8,30,0
SDF,7,21,18,7,DL,ATL,10,29,0
FLL,7,23,8,2,WN,BNA,0,30,0
FLL,7,13,12,6,WN,MCI,17,30,0
LAX,7,16,18,2,DL,MCI,17,29,0
ORD,7,14,7,7,MQ,RIC,14,30,0
LGA,7,21,19,7,MQ,CMH,6,29,0
LAS,7,10,9,3,B6,BOS,0,29,0
ATL,7,26,13,5,OO,IAH,8,29,0
IAD,7,26,5,5,UA,DEN,0,30,0
CLT,7,12,20,5,US,JFK,8,29,0
SEA,7,2,18,2,WN,SJC,8,30,0
ATL,7,26,10,5,FL,TPA,6,29,0
PHX,7,20,19,6,WN,OAK,15,29,0
IAD,7,31,8,3,UA,LAX,0,30,0
PHX,7,9,21,2,WN,ABQ,17,29,0
JFK,7,13,10,6,AA,SFO,7,30,0
EWR,7,30,7,2,UA,LAX,9,30,0
EWR,7,1,8,1,EV,CLT,7,29,0
ATL,7,30,23,2,DL,JAX,6,30,0
IND,7,10,13,3,AA,ORD,20,29,0
IND,7,2,15,2,YV,CLT,9,29,0
FLL,7,8,8,1,B6,SJU,13,30,0
SEA,7,22,20,1,AS,SJC,6,30,0
MSP,7,12,7,5,EV,EWR,9,30,0
HOU,7,25,20,4,WN,FLL,14,30,0
MSP,7,19,15,5,DL,DCA,13,29,0
PHX,7,30,12,2,OO,DEN,3,29,0
BNA,7,4,9,4,MQ,DCA,3,30,0
LAS,7,27,18,6,WN,DEN,10,29,0
LAS,7,28,8,7,WN,BUF,5,29,0
PHL,7,14,17,7,US,SAN,9,30,0
PHL,7,9,16,2,US,ORD,15,30,0
IAH,7,11,17,4,UA,DFW,7,29,0
BUR,7,9,9,2,WN,LAS,7,29,0
LAS,7,30,19,2,VX,SFO,15,29,0
HOU,7,13,17,6,FL,ATL,9,29,0
LAS,7,11,14,4,WN,BUR,10,29,0
ORD,7,19,20,5,AA,BOS,10,29,0
PHX,7,30,18,2,WN,STL,8,29,0
IND,7,19,11,5,WN,TPA,13,29,0
SMF,7,9,20,2,WN,BUR,0,29,0
LAX,7,2,8,2,OO,SMF,3,29,0
LGA,7,3,19,3,AA,ORD,6,29,0
MKE,7,22,21,1,WN,MSP,6,29,0
SMF,7,2,6,2,UA,IAH,9,29,0
CLT,7,31,7,3,YV,STL,0,30,0
PBI,7,1,6,1,UA,EWR,6,29,0
MDW,7,8,11,1,WN,IAD,9,29,0
AUS,7,18,6,4,9E,MEM,0,30,0
SEA,7,6,17,6,AS,LAX,9,29,0
STL,7,11,18,4,F9,DEN,9,30,0
ORD,7,16,10,2,EV,DTW,6,30,0
TPA,7,25,8,4,US,PHL,9,29,0
BDL,7,20,7,6,DL,ATL,9,29,0
MCO,7,24,10,3,DL,MSP,20,29,0
SJU,7,18,13,4,WN,TPA,6,30,2
LAX,7,31,14,3,AA,BOS,14,29,0
DTW,7,12,10,5,WN,PHX,8,30,0
LGA,7,27,8,6,US,CLT,7,30,0
PBI,7,3,13,3,B6,SJU,18,29,0
ATL,7,10,11,3,WN,SEA,5,29,0
MCO,7,11,7,4,AA,MIA,5,30,0
ORD,7,27,9,6,MQ,OMA,10,29,0
BWI,7,12,9,5,WN,BOS,5,29,0
MCO,7,1,18,1,DL,DTW,8,30,0
RDU,7,27,14,6,MQ,JFK,8,29,0
IAH,7,2,10,2,EV,CMH,5,30,0
LAX,7,15,9,1,AA,LAS,7,29,0
JFK,7,1,15,1,AA,MIA,16,29,0
FLL,7,9,10,2,WN,PVD,0,29,0
ATL,7,12,16,5,DL,PDX,6,29,0
ATL,7,12,7,5,DL,PHL,0,29,0
RSW,7,24,8,3,AA,DFW,6,29,0
LAS,7,12,5,5,WN,MDW,0,29,0
RDU,7,3,9,3,EV,IAH,8,29,0
PDX,7,30,11,2,AS,SAN,6,30,0
BWI,7,7,8,7,WN,DEN,8,30,0
TPA,7,23,11,2,US,DCA,9,30,0
PHL,7,2,10,2,US,CLT,9,29,0
SLC,7,11,16,4,DL,OAK,10,29,0
CLE,7,10,15,3,UA,ORD,22,29,0
MSY,7,21,21,7,EV,IAH,6,30,0
LAS,7,27,19,6,WN,MDW,8,29,0
IAD,7,5,7,5,9E,ATL,9,30,0
ORD,7,2,9,2,UA,PHX,16,30,0
IAH,7,21,11,7,UA,DEN,11,29,0
LAS,7,21,20,7,WN,SNA,9,29,0
ATL,7,6,18,6,DL,SAT,0,30,0
ATL,7,1,18,1,DL,ABQ,5,29,0
PHX,7,12,22,5,US,SAN,9,29,0
PHL,7,22,9,1,US,DTW,6,29,0
RIC,7,10,18,3,EV,ORD,16,29,0
ATL,7,8,21,1,DL,DFW,3,30,0
SEA,7,7,6,7,AS,ANC,8,29,0
HOU,7,24,6,3,WN,TPA,0,29,0
LAS,7,22,18,1,WN,MKE,6,29,0
PHX,7,2,6,2,WN,LAS,22,29,0
LGA,7,31,14,3,FL,ATL,11,30,0
BOS,7,28,7,7,B6,MCO,5,29,0
CLT,7,7,6,7,WN,MDW,7,29,0
RIC,7,12,5,5,EV,IAH,5,29,0
ANC,7,19,2,5,AS,SEA,9,30,0
MIA,7,1,17,1,AA,BOS,8,29,0
LAS,7,31,18,3,WN,SJC,16,29,0
DCA,7,25,11,4,US,LGA,6,30,0
LAX,7,24,10,3,AA,HNL,7,29,0
JFK,7,30,17,2,9E,CVG,10,30,0
ORD,7,23,11,2,AA,LAX,8,29,0
IAD,7,21,15,7,YV,RDU,6,29,0
PDX,7,20,7,6,WN,LAS,6,30,0
AUS,7,11,8,4,DL,ATL,13,29,0
DCA,7,21,18,7,US,LGA,0,29,0
LAX,7,24,13,3,AA,ORD,15,29,0
SLC,7,17,20,3,OO,LGB,10,29,0
IAH,7,7,11,7,UA,IAD,11,29,0
SEA,7,21,12,7,WN,MDW,6,30,0
LGA,7,2,10,2,US,DCA,8,30,0
BWI,7,17,18,3,WN,PVD,5,30,0
AUS,7,14,6,7,9E,MSP,6,29,0
DCA,7,17,7,3,EV,EWR,7,29,0
MIA,7,20,17,6,AA,ORD,6,30,0
SLC,7,31,7,3,OO,LAX,10,29,0
DTW,7,25,6,4,AA,DFW,5,30,0
DTW,7,31,7,3,9E,ORF,5,30,0
RSW,7,8,16,1,DL,ATL,11,29,0
EWR,7,1,16,1,EV,RIC,6,29,0
BDL,7,4,10,4,US,CLT,5,30,0
SEA,7,6,10,6,AS,ANC,0,29,0
PHX,7,4,10,4,OO,LAX,7,29,0
DAL,7,29,9,1,EV,ATL,11,29,0
OAK,7,4,8,4,WN,PDX,0,29,0
EWR,7,16,9,2,EV,CLT,13,30,0
LGA,7,27,21,6,B6,FLL,8,30,0
SAT,7,10,12,3,DL,ATL,8,30,0
PHL,7,20,7,6,DL,ATL,13,29,0
SLC,7,14,13,7,DL,DEN,9,29,0
SFO,7,22,11,1,UA,DEN,11,29,0
ORF,7,23,12,2,9E,DTW,14,29,0
SFO,7,5,22,5,DL,DTW,8,29,0
PDX,7,2,16,2,OO,SEA,9,30,0
IAH,7,15,17,1,AA,MIA,0,29,0
ATL,7,10,13,3,DL,SFO,3,30,0
SMF,7,16,11,2,AS,SEA,16,29,0
STL,7,10,10,3,WN,PHX,18,29,0
PDX,7,5,6,5,AS,LAX,0,30,0
JFK,7,12,18,5,AA,SEA,10,30,0
IAH,7,13,20,6,EV,MCI,6,29,0
SNA,7,8,21,1,WN,SMF,3,29,0
DTW,7,7,13,7,YV,CLT,11,29,0
EWR,7,27,8,6,EV,BOS,6,30,0
MSP,7,21,7,7,DL,PIT,8,29,0
MDW,7,12,6,5,F9,DEN,0,30,0
LGA,7,16,17,2,MQ,RDU,14,30,0
AUS,7,11,6,4,B6,JFK,0,29,0
SEA,7,10,10,3,AS,SAN,8,30,0
SEA,7,29,13,1,AS,DCA,0,29,0
EWR,7,17,15,3,UA,SFO,5,30,0
AUS,7,9,17,2,WN,LAX,9,29,0
MEM,7,27,14,6,DL,MSP,5,29,0
SFO,7,20,12,6,OO,ONT,14,29,0
SFO,7,11,14,4,VX,EWR,23,29,0
SNA,7,22,18,1,WN,SFO,6,29,0
ATL,7,16,10,2,DL,MSP,11,30,0
MSP,7,2,17,2,DL,SLC,8,30,0
SAT,7,20,10,6,AA,DFW,7,29,0
SAN,7,24,21,3,WN,SJC,6,29,0
IND,7,7,9,7,AA,DFW,9,30,0
MDW,7,16,21,2,WN,LAS,7,30,0
ORD,7,8,10,1,AA,PDX,6,29,0
PHL,7,2,7,2,US,MIA,10,30,0
BOS,7,4,13,4,FL,ATL,9,30,0
LGA,7,1,21,1,AA,ORD,7,29,0
LAS,7,9,11,2,US,CLT,15,29,0
OAK,7,18,6,4,WN,DEN,5,30,0
DCA,7,23,18,2,DL,ATL,15,29,0
SJU,7,4,14,4,US,PHL,18,30,0
ATL,7,9,8,2,DL,SEA,3,29,0
BNA,7,10,18,3,WN,FLL,7,29,0
LAS,7,31,21,3,AS,SEA,14,29,0
IAH,7,20,19,6,UA,MIA,7,29,0
IAH,7,22,8,1,UA,SAN,10,30,0
IAH,7,21,21,7,UA,SJC,5,29,0
ATL,7,23,14,2,DL,SEA,11,29,0
MCO,7,24,10,3,AA,DFW,20,29,0
SJC,7,28,9,7,WN,PHX,3,29,0
LGA,7,3,15,3,US,CLT,8,29,0
PIT,7,26,15,5,DL,ATL,3,30,0
LAS,7,22,20,1,WN,SNA,6,29,0
OAK,7,6,18,6,WN,PHX,9,29,0
ATL,7,22,15,1,FL,MSP,6,29,0
IAH,7,20,15,6,US,PHL,9,29,0
FLL,7,16,11,2,US,PHL,23,29,0
LAX,7,28,13,7,VX,BOS,13,29,0
BWI,7,13,17,6,FL,MCO,3,30,0
ATL,7,3,13,3,DL,JAX,11,29,0
PDX,7,21,17,7,AS,LAX,8,29,0
ORF,7,7,7,7,DL,ATL,11,30,0
EWR,7,26,6,5,UA,ORD,11,30,0
MEM,7,17,13,3,EV,DEN,7,30,0
DCA,7,18,17,4,UA,ORD,9,29,0
SMF,7,26,16,5,US,PHX,10,29,0
IAH,7,28,15,7,UA,SAN,8,29,0
IAH,7,21,16,7,UA,DCA,7,29,0
MCO,7,25,19,4,FL,MDW,7,29,0
LAX,7,27,16,6,WN,OAK,11,29,0
LGA,7,16,7,2,B6,TPA,13,30,0
BUR,7,19,9,5,OO,PDX,0,29,0
OMA,7,21,18,7,AA,DFW,13,29,0
IAD,7,8,12,1,UA,LAX,11,29,0
LAX,7,4,11,4,VX,LAS,10,29,0
SFO,7,3,11,3,US,PHX,6,29,0
HOU,7,30,8,2,WN,MCO,8,30,0
RSW,7,1,15,1,B6,LGA,24,29,0
DAL,7,11,11,4,WN,HOU,3,29,0
ORD,7,5,9,5,UA,SNA,6,30,0
BWI,7,13,14,6,WN,PVD,0,30,0
LAX,7,25,7,4,UA,SFO,3,29,0
MCO,7,20,17,6,WN,BWI,9,30,0
LAX,7,13,16,6,OO,SFO,15,29,0
DTW,7,20,14,6,EV,PHL,9,29,0
BOS,7,2,10,2,UA,EWR,10,30,0
MCO,7,18,13,4,B6,EWR,10,30,0
SMF,7,5,13,5,B6,LGB,16,29,0
SFO,7,1,14,1,UA,JFK,23,29,0
DTW,7,9,10,2,MQ,LGA,3,29,0
CLE,7,10,10,3,MQ,LGA,7,29,0
SAN,7,3,19,3,AS,OGG,6,29,0
BOS,7,20,7,6,B6,JFK,14,29,0
LAS,7,11,14,4,WN,BUR,11,29,0
TPA,7,17,17,3,FL,CMH,8,29,0
SMF,7,25,11,4,WN,LAS,7,29,0
MCO,7,14,20,7,WN,MDW,7,29,0
MCO,7,22,18,1,DL,SLC,3,30,0
SLC,7,17,16,3,DL,PDX,10,29,0
ABQ,7,10,6,3,WN,DAL,0,29,0
OMA,7,26,5,5,EV,ORD,8,29,0
MKE,7,9,13,2,FL,DCA,9,29,0
DAL,7,2,12,2,WN,HOU,13,30,0
CMH,7,9,16,2,DL,ATL,29,29,0
SAN,7,3,11,3,UA,IAH,11,29,0
SFO,7,22,8,1,DL,MSP,6,29,0
ORD,7,4,18,4,UA,BUF,10,30,0
DCA,7,9,12,2,AA,MIA,3,30,0
MCO,7,6,17,6,FL,HOU,16,30,0
ORD,7,9,8,2,EV,MEM,0,29,0
EWR,7,27,6,6,UA,IAH,5,30,0
MKE,7,28,7,7,FL,RSW,11,29,0
LAS,7,22,13,1,WN,BUR,6,29,0
SAN,7,6,13,6,OO,LAX,9,29,0
IAD,7,12,7,5,UA,LAX,6,29,0
ORF,7,12,9,5,DL,ATL,6,29,0
IND,7,3,8,3,FL,ATL,6,29,0
RIC,7,28,18,7,EV,CLE,15,29,0
SFO,7,6,22,6,UA,ORD,3,29,0
HNL,7,15,8,1,AS,SEA,7,30,0
BOS,7,23,16,2,B6,IAD,13,29,0
IAD,7,26,6,5,WN,DEN,0,30,0
BOS,7,11,6,4,UA,SFO,6,29,0
FLL,7,3,10,3,US,CLT,20,30,0
LAS,7,20,9,6,WN,SAN,6,29,0
ATL,7,20,15,6,US,CLT,33,29,0
DTW,7,4,11,4,FL,ATL,8,30,0
ATL,7,3,6,3,DL,MCO,5,30,0
SFO,7,3,7,3,DL,DTW,3,29,0
ABQ,7,26,20,5,WN,DAL,17,30,0
MIA,7,8,21,1,AA,BDL,9,30,0
OGG,7,20,9,6,HA,HNL,15,30,0
CLT,7,4,14,4,US,BOS,17,30,0
BWI,7,14,16,7,WN,BDL,7,30,0
ATL,7,5,19,5,WN,HOU,23,29,0
BWI,7,12,18,5,MQ,ORD,5,29,0
LAS,7,30,7,2,WN,SNA,3,29,0
EWR,7,21,16,7,UA,ORD,8,29,0
LAX,7,14,8,7,OO,TUS,0,29,0
LGA,7,22,9,1,DL,MCO,11,29,0
DCA,7,27,13,6,US,LGA,13,29,0
ORD,7,29,9,1,MQ,MSP,9,30,0
CLT,7,10,20,3,US,IAH,3,29,0
RDU,7,12,9,5,DL,ATL,6,29,0
MCO,7,21,10,7,FL,MDW,7,30,0
ATL,7,26,16,5,EV,DAL,10,29,0
MDW,7,5,12,5,WN,SDF,6,30,0
SLC,7,26,8,5,DL,LAX,6,29,0
OGG,7,15,8,1,HA,HNL,0,30,0
LGA,7,1,13,1,AA,DFW,10,29,0
SFO,7,26,23,5,VX,FLL,13,30,0
ATL,7,2,15,2,DL,PHL,8,29,0
CLT,7,4,19,4,US,ORF,10,30,0
IND,7,31,18,3,MQ,MIA,6,29,0
CLT,7,29,18,1,US,IAH,5,30,0
MCO,7,19,19,5,B6,EWR,8,29,0
ORD,7,25,19,4,AS,SEA,9,30,0
LAX,7,5,19,5,AS,PDX,10,29,0
LAX,7,9,6,2,WN,ABQ,5,29,0
BOS,7,23,16,2,B6,RDU,7,29,0
CLT,7,6,7,6,US,MIA,7,30,0
JFK,7,6,18,6,B6,BUF,9,30,0
ATL,7,28,7,7,US,CLT,0,29,0
ATL,7,31,10,3,DL,HNL,7,30,0
EWR,7,31,12,3,UA,PHX,5,30,0
HOU,7,14,19,7,WN,DAL,9,29,0
LGA,7,23,15,2,DL,MSY,9,29,0
SAN,7,2,6,2,AA,DFW,3,29,0
MDW,7,1,20,1,WN,AUS,10,30,0
RSW,7,21,12,7,DL,ATL,6,30,0
BOS,7,14,6,7,US,CLT,0,30,0
LAS,7,30,14,2,WN,LAX,13,29,0
ATL,7,30,9,2,DL,SNA,0,30,0
LAX,7,13,17,6,AA,ORD,16,29,0
MDW,7,23,12,2,FL,TPA,7,29,0
ATL,7,8,17,1,WN,AUS,7,30,0
PHL,7,7,13,7,B6,BOS,13,30,0
DCA,7,31,12,3,AA,MIA,7,30,0
DTW,7,12,17,5,DL,SFO,6,30,0
CMH,7,11,10,4,MQ,ORD,9,29,0
IND,7,13,16,6,DL,ATL,15,30,0
EWR,7,21,20,7,UA,FLL,5,29,0
SEA,7,27,14,6,AS,LAS,7,30,0
MCO,7,13,16,6,UA,EWR,17,29,0
RDU,7,1,19,1,FL,ATL,9,29,0
BOS,7,22,11,1,YV,ORD,13,30,0
PDX,7,2,6,2,UA,ORD,5,30,0
ATL,7,2,9,2,DL,JAX,8,29,0
LGA,7,23,7,2,DL,MIA,11,29,0
IAH,7,26,10,5,EV,CMH,7,29,0
ORD,7,8,15,1,UA,DCA,14,29,0
PVD,7,1,7,1,9E,DTW,7,30,0
ORD,7,30,6,2,MQ,BWI,5,30,0
PVD,7,15,17,1,WN,BWI,10,30,0
BOS,7,2,8,2,FL,BWI,8,29,0
ATL,7,28,22,7,DL,ORF,5,30,0
CMH,7,8,8,1,WN,MDW,5,30,0
MIA,7,16,7,2,MQ,JAX,5,30,0
ORD,7,20,9,6,UA,MCO,5,29,0
SEA,7,27,19,6,AS,ANC,3,30,0
SFO,7,19,11,5,VX,ORD,14,29,0
MKE,7,5,7,5,EV,IAH,8,30,0
CLT,7,15,7,1,US,MCO,8,30,0
ORD,7,1,18,1,MQ,DTW,11,30,0
IAH,7,17,20,3,UA,RSW,7,30,0
EWR,7,1,9,1,EV,ATL,20,29,0
SLC,7,29,13,1,WN,LAX,7,29,0
ORD,7,25,19,4,MQ,PIT,9,30,0
ATL,7,6,20,6,FL,AUS,3,30,0
MCO,7,2,12,2,FL,RIC,6,30,0
IAH,7,23,14,2,UA,DEN,9,29,0
ORD,7,29,13,1,UA,CLT,0,30,0
LAX,7,30,10,2,UA,IAH,8,30,0
PDX,7,24,15,3,US,PHX,13,29,0
SLC,7,31,21,3,DL,SAN,7,29,0
IAH,7,11,7,4,AA,MIA,3,30,0
ORD,7,31,21,3,MQ,OMA,0,29,0
ATL,7,6,19,6,DL,IAD,5,30,0
CLT,7,29,20,1,US,MCO,7,30,0
BWI,7,5,11,5,WN,MDW,9,30,0
LAX,7,8,17,1,AS,SEA,17,29,0
MSP,7,17,14,3,9E,JFK,11,30,0
LGA,7,13,8,6,DL,MSP,13,30,0
IAD,7,1,18,1,AA,LAX,10,29,0
MEM,7,17,8,3,DL,LGA,0,30,0
LAX,7,15,7,1,OO,DFW,5,29,0
PHX,7,29,20,1,WN,DEN,11,29,0
MDW,7,21,14,7,WN,LAX,6,29,0
SEA,7,19,8,5,AA,ORD,0,30,0
DTW,7,5,10,5,DL,ATL,5,29,0
ORD,7,6,17,6,MQ,OKC,8,29,0
MCO,7,25,7,4,UA,IAH,15,29,0
IAD,7,17,8,3,UA,SJU,8,30,0
ATL,7,23,7,2,DL,ORD,5,29,0
DCA,7,7,7,7,DL,DTW,5,30,0
FLL,7,13,18,6,UA,IAD,7,29,0
SAN,7,4,11,4,OO,LAX,7,29,0
SMF,7,28,7,7,DL,MSP,9,29,0
SFO,7,22,14,1,AA,LAX,16,29,0
DTW,7,28,8,7,9E,AUS,15,29,0
ORD,7,12,19,5,AA,RDU,9,30,0
LGB,7,26,19,5,B6,SEA,11,29,0
SEA,7,11,20,4,DL,LAS,8,30,0
LAS,7,7,6,7,WN,STL,8,29,0
SAT,7,26,7,5,DL,DTW,7,29,0
IAH,7,14,18,7,F9,DEN,8,29,0
RDU,7,29,6,1,9E,MEM,0,30,0
RSW,7,5,17,5,OO,IAH,6,29,0
BOS,7,15,18,1,B6,RDU,7,30,0
IAH,7,13,18,6,UA,SFO,10,29,0
IAH,7,11,17,4,UA,SEA,7,29,0
JFK,7,2,18,2,9E,IND,16,30,0
JFK,7,31,18,3,B6,BUF,13,30,0
FLL,7,28,9,7,VX,SFO,7,30,0
ATL,7,10,17,3,DL,FLL,8,29,0
MDW,7,2,21,2,WN,IAD,10,30,0
MCO,7,18,21,4,FL,CMH,0,30,0
MKE,7,30,6,2,AA,DFW,3,30,0
ATL,7,29,10,1,EV,DAL,6,30,0
AUS,7,16,6,2,UA,IAH,6,29,0
SNA,7,28,12,7,DL,ATL,9,29,0
ORF,7,2,7,2,AA,DFW,13,29,0
IAD,7,13,19,6,DL,ATL,0,30,0
PIT,7,19,20,5,B6,BOS,3,29,0
IAH,7,4,7,4,EV,MSP,3,29,0
RDU,7,21,11,7,WN,BNA,8,29,0
LAS,7,23,13,2,WN,ABQ,21,29,0
LAS,7,24,19,3,UA,SFO,14,29,0
BDL,7,22,14,1,WN,MCO,7,29,0
ATL,7,24,14,3,DL,AUS,8,29,0
MEM,7,3,16,3,9E,CVG,5,30,0
LAX,7,6,8,6,DL,CVG,3,29,0
BUR,7,28,11,7,WN,PHX,5,29,0
EWR,7,3,13,3,UA,ORD,0,30,0
CLT,7,7,7,7,YV,MEM,8,29,0
BOS,7,2,7,2,B6,MCO,9,29,0
SEA,7,16,13,2,AA,ORD,10,29,0
FLL,7,23,12,2,WN,MSY,13,29,0
OKC,7,28,13,7,MQ,ORD,14,29,0
BWI,7,2,10,2,FL,BOS,6,29,0
MSP,7,29,7,1,EV,EWR,7,30,0
BOS,7,22,9,1,US,DCA,8,29,0
OAK,7,1,9,1,WN,BUR,6,29,0
OGG,7,13,13,6,UA,SFO,21,29,0
BUR,7,24,20,3,OO,SFO,11,29,0
JFK,7,9,7,2,AA,LAX,8,30,0
PHX,7,23,9,2,US,SJC,8,29,0
SAT,7,25,9,4,AA,DFW,8,29,0
CLT,7,2,22,2,US,JAX,10,29,0
DCA,7,10,9,3,FL,ATL,10,29,0
TPA,7,28,19,7,DL,ATL,0,30,0
SFO,7,29,12,1,UA,MSP,7,29,0
SAT,7,26,6,5,WN,BNA,6,29,0
LGA,7,14,17,7,MQ,RDU,15,30,0
SAN,7,27,13,6,OO,LAX,7,29,0
SMF,7,16,5,2,WN,SAN,11,29,0
SFO,7,30,9,2,UA,HNL,3,30,0
ORF,7,1,5,1,YV,ORD,10,29,0
LAS,7,6,13,6,WN,OAK,7,29,0
MCO,7,30,11,2,B6,PVD,3,30,0
CLT,7,25,16,4,US,MCO,6,29,0
SAN,7,10,17,3,UA,SFO,0,29,0
ORD,7,8,21,1,UA,OMA,5,29,0
PHL,7,16,7,2,US,MIA,11,30,0
ORD,7,28,15,7,MQ,IAH,11,29,0
LAX,7,25,19,4,AS,SEA,9,29,0
LAX,7,7,19,7,OO,SJC,10,29,0
FLL,7,3,8,3,AS,SEA,15,29,0
BOS,7,30,21,2,UA,ORD,3,30,0
SJU,7,17,18,3,B6,BOS,17,30,0
ATL,7,9,15,2,MQ,LGA,13,29,0
BOS,7,28,6,7,WN,STL,5,29,0
ATL,7,18,6,4,MQ,LGA,6,30,0
PHL,7,17,17,3,US,SAN,8,30,0
MDW,7,12,19,5,WN,DEN,7,30,0
CLT,7,18,18,4,MQ,ORD,7,30,0
JFK,7,28,8,7,DL,MCO,7,29,0
IAD,7,27,19,6,DL,ATL,5,29,0
LAX,7,6,16,6,AS,PDX,13,29,0
TPA,7,20,20,6,FL,ATL,0,30,0
TPA,7,20,20,6,B6,EWR,0,30,0
DTW,7,16,17,2,9E,ORF,6,30,0
MSY,7,5,9,5,WN,DAL,5,30,0
MIA,7,25,13,4,AA,LGA,7,30,0
MCO,7,1,14,1,WN,MKE,11,29,0
EWR,7,25,19,4,UA,PDX,11,29,0
PDX,7,31,22,3,DL,ATL,10,30,0
ORD,7,25,8,4,AA,LGA,0,30,0
MCO,7,21,9,7,FL,PHL,7,30,0
TPA,7,8,17,1,FL,CMH,9,30,0
STL,7,17,10,3,AA,DFW,0,30,0
LAX,7,28,13,7,WN,HOU,13,29,0
SJC,7,1,7,1,WN,LAX,0,29,0
DCA,7,25,20,4,AA,MIA,11,30,0
BOS,7,25,10,4,UA,DEN,16,30,0
PHX,7,20,19,6,WN,ABQ,15,29,0
DCA,7,9,17,2,US,TPA,7,30,0
SEA,7,28,20,7,AS,SAN,8,30,0
BOS,7,26,14,5,WN,MKE,15,29,0
MKE,7,29,12,1,FL,ATL,8,30,0
CLT,7,11,22,4,YV,IAD,5,29,0
SLC,7,16,19,2,OO,ORD,20,29,0
MSP,7,9,17,2,OO,BNA,20,29,0
HOU,7,10,18,3,MQ,DFW,10,29,0
IAH,7,27,9,6,UA,SFO,11,29,0
LAX,7,12,22,5,DL,IND,6,29,0
SAN,7,17,15,3,WN,OAK,14,29,0
SEA,7,21,22,7,UA,ORD,7,29,0
MCO,7,19,17,5,WN,MSY,6,29,0
LAS,7,10,6,3,F9,DEN,0,29,0
PHX,7,14,9,7,WN,LAX,5,29,0
